respond,companySize,companyName,experience,releaseDate,recruitName,companyPlace,wages,education,companyType
,,,,,,,,,
,公司规模：20-99人,北京阳光伟烨网络技术有限公司,,昨天,Python/R语言算法工程师,地点：北京,10001-15000,学历：本科,公司性质：民营
,公司规模：100-499人,北京互连众信科技有限公司,经验：3-5年,昨天,高级Java开发工程师,地点：北京,10000-20000,学历：本科,公司性质：民营
,公司规模：10000人以上,上海万科房地产有限公司,经验：3-5年,昨天,行业研究员,地点：上海,8001-10000,学历：不限,公司性质：民营
100%,公司规模：20-99人,北京奇点机智科技有限公司,经验：3-5年,昨天,后端开发工程师,地点：北京,20001-30000,学历：本科,公司性质：外商独资
91%,公司规模：20-99人,嘉兴亿言堂信息科技有限公司,经验：3-5年,昨天,JAVA程序员,地点：嘉兴,4001-6000,学历：本科,公司性质：民营
90%,公司规模：20-99人,北京企名片科技有限公司,经验：3-5年,昨天,php开发工程师,地点：北京,15001-20000,学历：本科,公司性质：民营
80%,公司规模：20-99人,嘉兴亿言堂信息科技有限公司,经验：3-5年,昨天,JAVA工程师,地点：嘉兴,4001-6000,学历：本科,公司性质：民营
56%,公司规模：20-99人,厦门市鑫鼎盛控股有限公司,经验：3-5年,昨天,数据抓取和处理（高级）工程师,地点：厦门-思明区,10001-15000,学历：本科,公司性质：民营
,公司规模：20-99人,北京企名片科技有限公司,经验：1-3年,昨天,web前端开发工程师,地点：北京,10001-15000,学历：本科,公司性质：民营
,公司规模：100-499人,翰竺科技(北京)有限公司,经验：3-5年,昨天,python开发工程师,地点：深圳-罗湖区,10001-15000,学历：本科,公司性质：外商独资
,公司规模：20-99人,杭州数聚科技有限公司,经验：3-5年,昨天,数据工程师,地点：杭州,5000-10000,学历：大专,公司性质：其它
,公司规模：1000-9999人,齐鲁晚报,经验：3-5年,昨天,抓取后台,地点：济南,6000-10000,学历：本科,公司性质：事业单位
,公司规模：100-499人,北斗中兴控股(深圳)有限公司,经验：3-5年,昨天,网页数据抓取工程师,地点：深圳,8000-15000,学历：大专,公司性质：国企
,公司规模：20-99人,郑州市拓宇进出口贸易有限公司,经验：1-3年,昨天,英文SEO/SEM,地点：郑州,4001-6000,学历：大专,公司性质：民营
,公司规模：20-99人,四川锐亿互动网络科技有限公司,经验：1-3年,昨天,SEO优化专员,地点：成都,3500-7000,学历：大专,公司性质：民营
,公司规模：20人以下,青岛基业百年投资顾问有限公司济南分公司,经验：1-3年,昨天,java架构师,地点：青岛,30001-50000,学历：本科,公司性质：民营
,公司规模：20人以下,青岛基业百年投资顾问有限公司济南分公司,经验：1-3年,昨天,Java高级开发工程师,地点：青岛,20001-30000,学历：本科,公司性质：民营
,公司规模：20-99人,武汉瑞蒙德科技有限公司,经验：1-3年,昨天,网络营销推广专员/电子商务推广专员/ SEO推广专员,地点：武汉,4001-6000,学历：大专,公司性质：民营
,公司规模：100-499人,南京猎搜信息技术有限公司,经验：1-3年,昨天,高级数据采集工程师(C#/.Net),地点：南京,8000-12000,学历：大专,公司性质：民营
,公司规模：100-499人,北京万方软件股份有限公司,经验：1-3年,昨天,数据工程师,地点：北京-海淀区,4001-6000,学历：本科,公司性质：国企
,公司规模：100-499人,河南奇酷信息技术有限公司,经验：1-3年,前天,Python大数据开发/程序员【五险一金 周末双休】,地点：郑州-金水区,6001-8000,学历：大专,公司性质：民营
,公司规模：20-99人,深圳云和数据信息技术有限公司,经验：1-3年,前天,美工设计主管/ 网页设计主管,地点：深圳,5000-9000,学历：大专,公司性质：民营
,公司规模：20-99人,深圳云和数据信息技术有限公司,经验：1年以下,前天,网站设计/程序员,地点：深圳,3000-5000,学历：大专,公司性质：民营
,公司规模：20-99人,深圳云和数据信息技术有限公司,经验：1-3年,前天,美工设计/ 网页设计,地点：深圳,5000-9000,学历：大专,公司性质：民营
,公司规模：20-99人,杭州国誉信睿企业管理咨询有限公司,经验：3-5年,前天,数据采集工程师,地点：杭州,8000-16000,学历：本科,公司性质：民营
,公司规模：20-99人,云鸽在线(北京)信息技术有限公司,经验：3-5年,前天,应届 python 工程师,地点：北京,10001-15000,学历：本科,公司性质：民营
,公司规模：20-99人,广州市维艺信息科技有限公司,经验：1-3年,前天,网络安全工程师,地点：广州-天河区,5000-10000,学历：大专,公司性质：民营
,公司规模：100-499人,深圳市千岸科技有限公司,经验：3-5年,前天,PHP开发工程师（大数据）,地点：深圳,10001-15000,学历：大专,公司性质：民营
,公司规模：20人以下,上海葵观信息技术有限公司,经验：3-5年,前天,Java搜索引擎开发工程师solr/Lucene/,地点：上海-杨浦区,6001-8000,学历：不限,公司性质：民营
,公司规模：20-99人,安徽励图信息科技股份有限公司,经验：3-5年,前天,B/S产品研发主管,地点：合肥,8001-10000,学历：本科,公司性质：上市公司
,公司规模：500-999人,山东大众报业集团半岛传媒股份有限公司,经验：3-5年,前天,高级Java工程师,地点：青岛,8001-10000,学历：本科,公司性质：其它
60%,公司规模：100-499人,亿动广告传媒（Madhouse）,经验：5-10年,前天,Java开发工程师,地点：上海,10001-15000,学历：本科,公司性质：合资
,公司规模：20-99人,玖桔(北京)教育科技有限公司西安办事处,经验：5-10年,前天,新媒体内容主编,地点：西安,4001-6000,学历：不限,公司性质：股份制企业
100%,公司规模：100-499人,河北奇酷信息技术有限公司,经验：5-10年,前天,Python开发（机器学习）【可无经验 带薪实习】,地点：石家庄-桥西区,6000-10000,学历：大专,公司性质：民营
83%,公司规模：20-99人,江苏中润普达信息技术有限公司,经验：5-10年,前天,数据采集,地点：盐城-盐都区,2001-4000,学历：本科,公司性质：股份制企业
,公司规模：20-99人,艺能科技(北京)有限公司,经验：1-3年,前天,数据抓取工程师,地点：北京,15001-20000,学历：本科,公司性质：民营
,公司规模：100-499人,上海欣方智能系统有限公司,经验：5-10年,前天,JAVA高级开发工程师,地点：北京-海淀区,15000-30000,学历：本科,公司性质：合资
,公司规模：20-99人,极限元(北京)智能科技有限公司,经验：5-10年,前天,数据专员-实习生,地点：北京,2001-4000,学历：不限,公司性质：民营
100%,公司规模：20-99人,青岛金水国册投资咨询有限公司,经验：1-3年,前天,百度创新中心孵化器数据分析师,地点：青岛-李沧区,4000-8000,学历：本科,公司性质：股份制企业
,公司规模：1000-9999人,美利金融,经验：1-3年,前天,高级Java工程师 - 金融平台,地点：上海,20001-30000,学历：不限,公司性质：民营
,公司规模：100-499人,安投融(北京)网络科技有限公司,经验：1-3年,前天,初级python脚本开发工程师,地点：北京,10001-15000,学历：本科,公司性质：民营
,公司规模：20人以下,四川意高汇智科技有限公司,经验：3-5年,前天,java开发工程师,地点：成都,10000-20000,学历：本科,公司性质：股份制企业
,公司规模：20-99人,上海恒毅商务信息咨询有限公司,经验：3-5年,前天,高级软件工程师 C# .NET|技术主管,地点：上海,15001-20000,学历：大专,公司性质：股份制企业
,公司规模：20-99人,湖南弗彗影像文化传媒有限公司,经验：3-5年,前天,网络媒体数据分析师,地点：长沙,3000-4000,学历：不限,公司性质：民营
,公司规模：100-499人,深圳市芯智科技有限公司,经验：5-10年,前天,Java开发工程师,地点：深圳,1000元以下,学历：大专,公司性质：外商独资
,公司规模：20-99人,济南明和中业信息技术有限公司,经验：5-10年,前天,急聘PHP开发工程师,地点：济南,8000-15000,学历：不限,公司性质：民营
,公司规模：1000-9999人,北京启明星辰信息安全技术有限公司,经验：5-10年,前天,驻场经理,地点：北京,8000-12000,学历：不限,公司性质：上市公司
100%,公司规模：100-499人,江苏淘赞网络科技有限公司,经验：1-3年,前天,SEO优化/网络推广,地点：南京,3000-6000,学历：大专,公司性质：股份制企业
100%,公司规模：100-499人,北京奇酷方舟信息技术有限公司郑州分公司,经验：1-3年,前天,Python机器人/人工智能【可无经验 带薪实习】,地点：郑州-金水区,6001-8000,学历：大专,公司性质：民营
100%,公司规模：20-99人,徐州欧信电子商务有限公司南京分公司,经验：1-3年,前天,推广专员,地点：南京,4001-6000,学历：大专,公司性质：股份制企业
100%,公司规模：100-499人,河南奇酷信息技术有限公司,经验：1-3年,前天,Python网站开发/后台开发【可无经验提供住宿】,地点：郑州-金水区,6001-8000,学历：大专,公司性质：民营
70%,公司规模：20-99人,北京金影科技有限公司,经验：5-10年,前天,Java高级工程师,地点：北京,20000-35000,学历：本科,公司性质：股份制企业
,公司规模：20-99人,"苏州,网络科技有限公司",经验：5-10年,前天,诚聘微信小程序业务代表,地点：昆山,6001-8000,学历：大专,公司性质：民营
,公司规模：20-99人,"苏州,网络科技有限公司",经验：5-10年,前天,微信小程序销售助理,地点：昆山,6001-8000,学历：不限,公司性质：民营
,公司规模：100-499人,重庆美村科技有限公司,经验：3-5年,前天,风控建模工程师,地点：重庆-渝北区,12000-15000,学历：大专,公司性质：民营
,公司规模：100-499人,数联道(北京)科技有限公司,经验：3-5年,前天,Python工程师,地点：南京-秦淮区,8001-10000,学历：不限,公司性质：股份制企业
,公司规模：100-499人,数联道(北京)科技有限公司,经验：3-5年,前天,大数据总监,地点：南京-秦淮区,15001-20000,学历：本科,公司性质：股份制企业
,公司规模：100-499人,数联道(北京)科技有限公司,经验：3-5年,前天,大数据总监（南京）,地点：北京,15001-20000,学历：不限,公司性质：股份制企业
,公司规模：100-499人,数联道(北京)科技有限公司,经验：3-5年,前天,Python工程师（情感分析）（南京）,地点：北京,5000-10000,学历：不限,公司性质：股份制企业
100%,公司规模：20-99人,福州市必达网络科技有限公司,经验：1-3年,前天,采集工程师,地点：福州,4001-6000,学历：大专,公司性质：民营
,,,,,,,,,
96%,公司规模：20-99人,福州市必达网络科技有限公司,,前天,数据分析师,地点：福州,3500-7000,学历：本科,公司性质：民营
50%,公司规模：20-99人,济南海威尔仪器有限责任公司,,前天,网络维护,地点：济南-槐荫区,2001-4000,学历：不限,公司性质：民营
,公司规模：20-99人,济南海威尔仪器有限责任公司,经验：1-3年,前天,网络推广,地点：济南-槐荫区,4001-6000,学历：大专,公司性质：民营
