749,20%,100-499,武汉文网亿联科技有限公司,1-3,05-27,C++数据采集工程师,武汉,10001-15000,本科,民营
750,20%,100-499,北京宸瑞科技股份有限公司,5-10,05-27,数据采集工程师,北京,15000-25000,本科,股份制企业
751,20%,1000-9999,上海拍拍贷金融信息服务有限公司,5-10,05-27,高级java开发工程师,上海,20001-30000,大专,民营
752,20%,1000-9999,上海拍拍贷金融信息服务有限公司,5-10,05-27,Java开发工程师-北京,北京,20001-30000,不限,民营
753,60%,100-499,上海汉衡称重设备有限公司,5-10,05-27,网站编辑 网络推广 做五休二,上海,4000-8000,大专,合资
754,20%,20-99,广州柏曼品牌管理有限公司,5-10,05-27,资深电商数据分析专员,广州,4000-8000,大专,合资
755,65%,20-99,北京百科康讯科技有限公司,5-10,05-27,搜索工程师,北京,10001-15000,不限,民营
756,96%,500-999,中文在线数字出版集团股份有限公司,5-10,05-27,数据分析师,北京,15000-30000,不限,上市公司
757,20%,20-99,厦门鼎昇金融技术服务有限公司,3-5,05-27,产品经理,厦门,8000-16000,本科,民营
758,80%,20,陕西凯石通数据分析有限公司,1-3,05-27,WEB前端开发,西安,6001-8000,本科,民营
759,20%,20-99,北京睿智伯乐咨询有限公司,1-3,05-27,技术总监/经理/架构师,北京,13000-25000,本科,合资
760,20%,1000-9999,达疆网络科技(上海)有限公司,1-3,05-27,算法工程师,北京,15000-30000,硕士,外商独资
761,20%,1000-9999,江苏传智播客教育科技股份有限公司北京分公司,1-3,05-27,Python讲师,郑州,10000-20000,大专,民营
762,91%,100-499,大连蒂艾斯科技发展股份有限公司,1-3,05-27,数据分析师,大连,8001-10000,不限,民营
763,69%,100-499,北京中科联通科技有限责任公司,1-3,05-27,软件工程师（JAVA 中级）/java开发工程师,郑州,6000-10000,本科,民营
764,20%,1000-9999,北京嘀嘀无限科技发展有限公司 ,1-3,05-27,行业数据挖掘专家-平台运营(J14555),北京,10001-15000,不限,外商独资
765,20%,100-499,杭州钱塘大数据交易中心有限公司,3-5,05-27,数据挖掘工程师,杭州,10000-15000,本科,股份制企业
766,71%,100-499,上海赢他网络科技有限公司,3-5,05-27,数据挖掘工程师/大数据开发工程师,上海,6001-8000,大专,民营
767,20%,20-99,西安具臻信息技术有限公司,3-5,05-27,后端JAVA工程师,北京,10001-15000,不限,民营
768,20%,20-99,三亚市信息化基础设施投资建设发展有限公司,3-5,05-27,Java工程师（大数据方向）,合肥,7000-14000,本科,国企
769,20%,1000-9999,去哪儿网旅游度假事业部 ,3-5,05-27,Python高级研发工程师-度假事业部(J11528),北京,20001-30000,本科,上市公司
770,20%,20-99,郑州美刀乐计算机信息技术有限公司,,05-27,产品数据分析/产品经理 外贸运营经理,郑州,4001-6000,大专,民营
771,20%,20-99,安徽中意之旅信息科技有限公司,1-3,05-27,JAVA开发工程师,合肥,4001-6000,本科,其它
772,20%,20-99,安徽中意之旅信息科技有限公司,1-3,05-27,JAVA开发工程师,淮南,4001-6000,本科,其它
773,20%,20-99,上海润客投资控股有限公司,1-3,05-27,Python数据开发工程师,上海,8000-16000,本科,民营
774,20%,20-99,河北鹏翔科技有限公司,1-3,05-27,SEO、SEM,石家庄,2001-4000,大专,民营
775,100%,100-499,河南奇酷信息技术有限公司,1-3,05-27,Python开发（机器学习）【可无经验 带薪实习】,郑州,6001-8000,大专,民营
776,20%,100-499,贵州合石电子商务有限公司,1-3,05-27,java开发工程师（小贷）,贵阳,6001-8000,本科,股份制企业
777,94%,1000-9999,厦门市美亚柏科信息股份有限公司,3-5,05-27,C++研发工程师（云数据获取方向）,西安,8000-16000,本科,上市公司
778,20%,100-499,杭州群核信息技术有限公司,3-5,05-27,资深SEO工程师,杭州,10000-20000,不限,民营
779,20%,20-99,上海晏鼠计算机技术有限公司,1-3,05-27,Java开发工程师,上海,8001-10000,大专,民营
780,75%,1000-9999,北京辰安科技股份有限公司,1-3,05-27,自动化运维/DevOps工程师(000895),北京,10001-15000,本科,上市公司
781,20%,20-99,浙江踏潮网络科技有限公司,1-3,05-27,后端研发工程师,杭州,8000-15000,本科,民营
782,20%,10000,京东商城总部 ,1-3,05-27,（无人机）数据挖掘工程师(022113),北京,面议,,民营
783,20%,100-499,成都数联铭品科技有限公司,1-3,05-27,数据部,合肥,3500-7000,本科,民营
784,20%,20-99,云蜂科技有限公司,3-5,05-27,Python工程师,北京,15001-20000,本科,民营
785,86%,100-499,湛江派禾实业有限公司,1-3,05-27,海外及国内SEO优化工程师,深圳,6000-10000,本科,民营
786,20%,10000,博彦科技股份有限公司,3-5,05-27,大数据项目经理-北京-02368,北京,15001-20000,本科,上市公司
787,20%,10000,博彦科技股份有限公司,3-5,05-27,技术总监-北京-02367,北京,25000-30000,不限,上市公司
788,50%,100-499,苏州橘子网络科技有限公司,3-5,05-27,SEO主管,苏州,4000-7000,不限,民营
789,20%,100-499,上海讯飞瑞元信息技术有限公司,1-3,05-27,算法工程师,合肥,10000-20000,本科,民营
790,20%,20-99,北京邦孚力德商务服务有限公司,3-5,05-27,数据清洗工程师,北京,10001-15000,本科,民营
791,20%,20-99,武汉理工大学数字传播工程研究中心,3-5,05-27,Python及数据平台开发工程师,武汉,8000-13000,本科,股份制企业
792,100%,500-999,广州渠道拓展信息科技有限公司,1-3,05-27,高薪急聘SEO优化专员（提供住宿食堂）,广州,4000-8000,大专,民营
794,77%,20-99,汉高达贸易(深圳)有限公司,,05-27,网站推广员 网站优化SEO 电子商务  网站运营,深圳,6001-8000,不限,民营
795,20%,20-99,北京看了吗视频信息技术有限公司,1-3,05-27,视频抓取工程师,北京,15000-30000,本科,民营
796,20%,1000-9999,绿盟科技,1-3,05-27,大数据研发工程师（西安）,西安,10001-15000,不限,股份制企业
797,20%,1000-9999,绿盟科技,,05-27,大数据研发实习生（西安）,西安,2001-4000,本科,股份制企业
798,20%,100-499,北京和堂金服科技股份公司,,05-27,数据分析师,北京,7000-12000,不限,民营
799,20%,20-99,广州市掌宇计算机科技有限公司,3-5,05-27,数据库系统工程师,广州,10001-15000,大专,民营
800,20%,20-99,浙江至讯科技有限公司,1-3,05-27,运维工程师,杭州,8000-15000,大专,民营
801,20%,1000-9999,广东省电信规划设计院有限公司,1-3,05-27,大数据开发工程师,广州,10001-15000,本科,国企
802,50%,100-499,中译语通科技(青岛)有限公司,1-3,05-27,Python开发工程师,青岛,6000-10000,大专,国企
803,20%,20-99,北京芸投数据技术有限公司,3-5,05-27,数据挖掘（沈阳）,北京,10001-15000,本科,其它
804,20%,20-99,北京奥德信诺广告有限公司,1-3,05-27,技术开发,北京,6001-8000,大专,民营
805,100%,500-999,深圳市大众联合实业有限公司,5-10,05-27,.net资深程序员,深圳,12000-18000,本科,民营
806,20%,20-99,秦皇岛中科百捷电子信息科技有限公司,1-3,05-27,运维工程师,秦皇岛,3000-4000,本科,民营
807,20%,100-499,武汉嘉锐投资担保有限公司,1-3,05-27,php高级开发工程师,武汉,10001-15000,本科,民营
808,20%,500-999,北京国双科技有限公司 ,1-3,05-27,Python开发工程师,北京,10000-20000,本科,上市公司
809,20%,100-499,深圳市九洲电器有限公司,1-3,05-27,网络应用工程师,深圳,8000-16000,本科,上市公司
810,20%,100-499,中国大百科全书出版社有限公司,1-3,05-27,数据分析工程师,北京,8000-10000,硕士,国企
811,100%,20-99,武汉信泽宽克科技有限责任公司,1-3,05-27,量化工程师,武汉,6001-8000,不限,事业单位
812,20%,20-99,上海知临信息技术有限公司,3-5,05-27,python开发工程师,上海,8000-12000,本科,民营
813,20%,1000-9999,北京网库信息技术股份有限公司,3-5,05-27,大数据开发工程师,北京,15001-20000,本科,上市公司
814,94%,20-99,长沙原形信息技术有限公司,3-5,05-27,Python开发,长沙,8001-10000,本科,民营
815,69%,1000-9999,唯品会(中国)有限公司 ,5-10,05-27,资深JAVA开发工程师（搜索算法方向）(13651),北京,20000-40000,本科,上市公司
816,20%,20-99,数娱汇(北京)信息科技有限公司,5-10,05-27,数据采集实习生,北京,4001-6000,本科,民营
817,20%,1000-9999,中企动力科技股份有限公司 ,5-10,05-27,Java开发工程师,北京,15000-25000,大专,股份制企业
818,20%,1000-9999,中国信息通信研究院,3-5,05-27,数据工程师,北京,15001-20000,本科,事业单位
819,20%,1000-9999,北京立思辰新技术有限公司,1-3,05-27,Python开发工程师,北京,15001-20000,大专,上市公司
820,93%,20-99,北京乐铺网络科技有限公司,3-5,05-27,php高级开发工程师,北京,15001-20000,本科,民营
821,20%,1000-9999,四川金投金融电子服务股份有限公司,1-3,05-27,Java工程师,成都,8001-10000,本科,上市公司
822,100%,20-99,邯郸市伯函网络科技有限公司,1-3,05-27,网站建设/织梦cms/web前端工程师,邯郸,2001-4000,不限,民营
823,99%,20-99,杭州卫数信息科技有限公司,5-10,05-27,PHP高级工程师,杭州,15000-25000,本科,民营
824,94%,20-99,邯郸市伯函网络科技有限公司,1-3,05-27,网站建设/web前端工程师,邯郸,2001-4000,不限,民营
825,93%,20-99,邯郸市伯函网络科技有限公司,,05-27,网站建设/web前端工程师,邯郸,4001-6000,大专,民营
826,75%,500-999,福建特力惠信息科技股份有限公司,5-10,05-27,项目经理（JAVA）,福州,10000-15000,不限,民营
827,20%,20,南京大峡谷信息科技有限公司,5-10,05-27,Java开发工程师（后台方向）,南京,4001-6000,大专,民营
828,20%,20,广州火焰信息科技有限公司,1-3,05-27,数据采集工程师,广州,7000-12000,大专,民营
829,100%,100-499,天津爱波瑞科技发展有限公司,1-3,05-27,大数据中高级人才,广州,20000-35000,本科,民营
830,20%,20-99,南昌市晶通照明工程有限公司,,05-27,Ebay运营销售,南昌,2001-4000,大专,民营
831,20%,20-99,郑州珑凌科技有限公司,,05-27,Python开发,郑州,5000-8000,不限,民营
832,20%,1000-9999,深圳市长亮科技股份有限公司,,05-27,数据挖掘实习生（金融行业),深圳,2001-4000,本科,上市公司
833,20%,1000-9999,深圳市长亮科技股份有限公司,1-3,05-27,数据挖掘工程师（金融行业）,深圳,10001-15000,本科,上市公司
834,80%,20-99,山东悦知教育科技有限公司,1-3,05-27,java EE 工程师,济南,3000-5000,大专,民营
835,80%,20-99,河北坤安药业有限公司,1-3,05-27,医药网络主管,石家庄,3000-6000,本科,股份制企业
836,20%,20-99,冠丰国际发展有限公司,1-3,05-27,数据抓取工程师,成都,8001-10000,本科,民营
837,20%,20-99,冠丰国际发展有限公司,1-3,05-27,数据抓取工程师,深圳,10001-15000,本科,民营
838,20%,20-99,冠丰国际发展有限公司,1-3,05-27,数据抓取工程师,北京,10001-15000,本科,民营
839,20%,10000,海南航空股份有限公司 ,5-10,05-27,高级java工程师（大数据方向）,成都,10000-18000,本科,上市公司
840,20%,1000-9999,新国都技术股份有限公司,1-3,05-27,大数据开发工程师,深圳,10000-20000,本科,股份制企业
841,20%,20-99,北京中金永嘉大数据技术有限公司,1-3,05-27,数据研发工程师,北京,10001-15000,本科,民营
842,20%,20-99,浙江商安信息科技有限公司,3-5,05-27,Java工程师（双休）,宁波,8000-15000,大专,民营
843,50%,20-99,南昌市晶通照明工程有限公司,3-5,05-27,电商美工推广,南昌,2001-4000,不限,民营
844,20%,10000,上海安硕信息技术股份有限公司,3-5,05-27,搜索引擎工程师,上海,15000-30000,本科,上市公司
845,83%,100-499,河南奇酷信息技术有限公司,3-5,05-27,Python软件开发/前端设计【可无经验 提供住宿】,郑州,6001-8000,大专,民营
846,20%,20-99,成都爱奔跑科技有限公司,3-5,05-27,python研发工程师,成都,15001-20000,不限,民营
847,20%,20-99,成都爱奔跑科技有限公司,3-5,05-27,Python开发工程师,成都,15001-20000,大专,民营
848,20%,10000,亚信科技(中国)有限公司,3-5,05-27,PRD-BI-大数据开发工程师-北京-E(13320170500036),北京,1000元以下,本科,上市公司
849,20%,1000-9999,深圳市长亮科技股份有限公司,3-5,05-27,Python 数据挖掘工程师（互联网银行）,成都,8001-10000,本科,上市公司
850,100%,100-499,北京奇酷方舟信息技术有限公司郑州分公司,3-5,05-27,【可无经验 项目提成】python开发（机器学习）,郑州,6001-8000,大专,民营
851,20%,100-499,IDP教育集团,3-5,05-27,上海PHP开发工程师,上海,8001-10000,本科,外商独资
852,87%,100-499,厦门肖年商贸有限公司,3-5,05-27,SEO,北京,15001-20000,不限,合资
853,100%,100-499,河南银谷时空网络科技有限公司,3-5,05-27,Python前端开发/程序员【带薪实习 提供住宿】,郑州,6001-8000,大专,股份制企业
855,20%,100-499,上海欣方智能系统有限公司,,05-27,Java高级研发工程师,北京,12000-24000,不限,合资
856,20%,20-99,北极星电力网,1-3,05-27,ASO,北京,6000-12000,大专,民营
857,20%,1000-9999,浙江核新同花顺网络信息股份有限公司,,05-27,运营实习生,杭州,3000-5000,本科,股份制企业
858,20%,20-99,江苏安迪钢结构工程有限公司,1-3,05-27,网络推广,徐州,2001-4000,大专,民营
859,20%,20-99,北京中复康养老服务股份有限公司,5-10,05-27,高级java工程师,北京,18000-30000,本科,股份制企业
860,20%,100-499,北京新联财通咨询有限公司,1-3,05-27,数据抓取工程师,北京,8001-10000,本科,民营
861,20%,20-99,中大信信用管理有限公司,5-10,05-27,大数据分析师,北京,10000-20000,本科,民营
862,20%,100-499,北京科电航宇空间技术有限公司,5-10,05-27,高级JAVA开发工程师（数据应用方向）,成都,10000-20000,不限,民营
863,20%,20,重庆数析科技有限公司,3-5,05-27,Java软件开发工程师,重庆,6000-9000,本科,民营
864,20%,20-99,中国商业联合会数据分析专业委员会,,05-27,Python程序员,北京,8001-10000,本科,其它
865,20%,20-99,广州极天信息技术股份有限公司,3-5,05-27,JAVA高级工程师,广州,10000-20000,本科,股份制企业
866,20%,100-499,精华教育科技股份有限公司,3-5,05-27,Python程序员/互联网Python开发工程师,郑州,4000-8000,不限,上市公司
867,20%,100-499,中网数据(北京)股份有限公司,5-10,05-27,技术总监-JAVA语言,北京,30001-50000,本科,股份制企业
868,20%,100-499,深圳市康士柏实业有限公司,5-10,05-27,SEO专员,深圳,6001-8000,大专,民营
869,100%,20-99,福州幻音网络科技有限公司,5-10,05-27,数据挖掘工程师,福州,9000-12000,大专,股份制企业
870,20%,1000-9999,沪江教育科技(上海)股份有限公司,5-10,05-27,python开发工程师(J10904),北京,30001-50000,不限,民营
871,20%,100-499,深圳市亚飞电子商务有限公司,3-5,05-27,Java工程师(数据分析),深圳,15000-20000,大专,其它
872,20%,1000-9999,远光软件股份有限公司,3-5,05-27,开发工程师（人工智能）,珠海,20001-30000,本科,上市公司
873,95%,100-499,杭州捷配信息科技有限公司,3-5,05-27,asp.net 高级软件工程师/五星级办公环境,杭州,10001-15000,大专,民营
